No,Date,Time,Race,Gender,Body_Size,Age_Range,With_Kids,Kids_Category,Basket_Size,Basket_colour,Attire,Shirt_Colour,shirt_type,Pants_Colour,pants_type,Wash_Item,Washer_No,Dryer_No,Spectacles
218,29/10/2015,21:59:25,malay,female,fat,47.0,no,no_kids,big,grey,casual,black,long sleeve,white,long,clothes,4,10,no
219,29/10/2015,21:59:25,chinese,male,fat,34.0,no,no_kids,big,black,casual,brown,short_sleeve,grey,short,clothes,6,8,no
220,29/10/2015,21:59:25,malay,female,moderate,44.0,no,no_kids,big,white,casual,black,long sleeve,black,long,clothes,6,7,no
221,29/10/2015,22:38:51,indian,male,fat,38.0,no,no_kids,big,red,casual,blue,short_sleeve,white,long,clothes,6,10,no
222,30/10/2015,18:53:06,malay,male,thin,49.0,no,no_kids,big,green,formal,grey,long sleeve,black,long,clothes,5,8,no
223,01/11/2015,6:44:39,,female,fat,47.0,no,no_kids,big,red,casual,black,short_sleeve,blue,long,clothes,4,10,no
224,01/11/2015,7:15:46,malay,female,thin,48.0,no,no_kids,big,blue,casual,pink,long sleeve,green,long,clothes,6,10,yes
225,01/11/2015,7:49:27,indian,male,thin,52.0,no,no_kids,big,yellow,casual,red,short_sleeve,purple,,clothes,4,8,no
226,01/11/2015,8:07:53,malay,male,fat,29.0,yes,young,big,black,casual,,short_sleeve,blue_jeans,long,clothes,6,9,no
227,02/11/2015,13:32:51,,male,thin,44.0,no,no_kids,,white,formal,orange,long sleeve,black,long,clothes,3,9,no
228,02/11/2015,13:54:53,indian,male,moderate,50.0,no,no_kids,,black,casual,black,short_sleeve,black,,clothes,6,10,no
229,02/11/2015,14:29:06,malay,female,fat,34.0,no,no_kids,big,red,casual,,short_sleeve,black,,clothes,3,7,no
230,02/11/2015,14:40:43,malay,female,thin,53.0,no,no_kids,big,white,formal,black,long sleeve,black,long,clothes,6,7,no
231,02/11/2015,14:50:13,malay,male,fat,47.0,no,no_kids,small,white,casual,white,short_sleeve,white,,clothes,6,8,no
232,02/11/2015,14:50:13,malay,male,moderate,53.0,no,no_kids,big,orange,casual,black,short_sleeve,grey,long,clothes,3,7,no
233,02/11/2015,15:15:59,indian,female,thin,,no,no_kids,big,red,casual,blue,long sleeve,black,long,clothes,4,8,no
234,02/11/2015,15:20:26,indian,,thin,43.0,no,no_kids,big,blue,casual,black,short_sleeve,grey,long,clothes,3,7,no
235,02/11/2015,17:19:17,malay,female,,44.0,no,no_kids,big,red,traditional,,long sleeve,white,long,clothes,6,9,yes
236,02/11/2015,17:23:07,malay,female,fat,,no,no_kids,big,red,traditional,red,long sleeve,red,long,clothes,5,9,yes
237,02/11/2015,17:23:07,malay,female,fat,55.0,no,no_kids,big,red,traditional,purple,long sleeve,purple,long,clothes,3,7,no
238,02/11/2015,17:43:38,malay,female,thin,29.0,no,no_kids,big,pink,traditional,purple,long sleeve,purple,long,clothes,5,10,yes
239,02/11/2015,17:47:23,indian,female,thin,28.0,no,no_kids,big,,casual,,short_sleeve,black,long,blankets,4,8,no
240,02/11/2015,18:06:43,malay,male,fat,35.0,no,no_kids,big,blue,casual,black,short_sleeve,grey,long,,5,9,no
241,02/11/2015,18:18:21,foreigner ,male,moderate,46.0,no,no_kids,big,brown,casual,green,long sleeve,blue_jeans,long,clothes,6,7,no
242,02/11/2015,18:39:35,indian,male,thin,50.0,no,no_kids,big,red,casual,orange,short_sleeve,black,,clothes,5,7,no
243,02/11/2015,18:39:35,malay,female,thin,33.0,no,no_kids,small,pink,traditional,,long sleeve,purple,long,clothes,3,10,no
244,02/11/2015,19:00:24,malay,,moderate,34.0,no,no_kids,big,black,casual,blue,long sleeve,black,long,clothes,6,7,no
245,02/11/2015,19:02:13,malay,male,fat,40.0,no,no_kids,big,blue,casual,black,short_sleeve,grey,long,clothes,5,9,no
246,02/11/2015,19:00:14,malay,female,fat,33.0,no,no_kids,big,blue,casual,,long sleeve,grey,long,clothes,3,7,no
247,02/11/2015,19:14:08,indian,female,moderate,52.0,no,no_kids,big,,casual,orange,short_sleeve,black,short,clothes,5,8,no
248,02/11/2015,19:14:08,chinese,male,fat,54.0,no,no_kids,big,blue,casual,,short_sleeve,white,short,clothes,3,7,no
249,02/11/2015,19:35:06,malay,,moderate,38.0,no,no_kids,big,blue,casual,white,short_sleeve,red,short,clothes,3,10,no
250,02/11/2015,19:36:41,foreigner ,male,thin,,no,no_kids,small,brown,casual,grey,short_sleeve,brown,short,clothes,5,10,no
251,02/11/2015,19:49:45,foreigner ,male,,,no,no_kids,big,green,casual,green,short_sleeve,blue_jeans,long,clothes,3,8,no
252,02/11/2015,20:11:16,malay,male,fat,52.0,no,no_kids,big,,traditional,,long sleeve,brown,long,clothes,6,9,yes
253,02/11/2015,20:11:16,malay,female,fat,37.0,no,no_kids,big,grey,casual,green,short_sleeve,black,long,clothes,3,9,no
254,02/11/2015,20:43:51,malay,male,fat,41.0,no,no_kids,big,white,casual,black,short_sleeve,green,long,clothes,5,10,no
255,02/11/2015,21:21:52,malay,male,fat,45.0,no,no_kids,big,,casual,,short_sleeve,blue,long,clothes,5,10,yes
256,02/11/2015,21:31:46,malay,female,thin,53.0,no,no_kids,big,green,formal,white,long sleeve,black,long,clothes,5,10,no
257,02/11/2015,21:36:02,malay,,thin,39.0,no,no_kids,big,black,casual,white,short_sleeve,black,long,blankets,4,8,yes
258,02/11/2015,22:08:41,indian,male,moderate,32.0,no,no_kids,big,white,casual,brown,short_sleeve,grey,long,clothes,6,10,no
259,02/11/2015,22:10:28,malay,female,thin,50.0,no,no_kids,big,pink,casual,purple,long sleeve,purple,long,clothes,3,8,yes
260,02/11/2015,23:09:00,indian,female,thin,33.0,no,no_kids,big,white,casual,black,short_sleeve,black,long,clothes,5,9,no
261,02/11/2015,23:12:22,indian,female,,46.0,no,no_kids,big,white,formal,purple,long sleeve,black,long,clothes,6,7,no
262,02/11/2015,23:14:25,,female,,30.0,no,no_kids,big,white,traditional,green,short_sleeve,black,long,blankets,3,8,no
263,03/11/2015,0:26:16,chinese,male,thin,55.0,no,no_kids,big,white,casual,blue,short_sleeve,white,short,clothes,5,10,no
264,03/11/2015,0:34:09,indian,male,thin,30.0,no,no_kids,big,white,casual,black,short_sleeve,black,long,clothes,5,8,no
265,03/11/2015,0:54:05,chinese,male,fat,34.0,no,no_kids,big,white,casual,yellow,short_sleeve,brown,long,clothes,5,7,yes
266,03/11/2015,1:14:32,indian,female,fat,39.0,no,no_kids,big,blue,formal,black,long sleeve,black,long,clothes,3,10,no
267,03/11/2015,8:09:27,chinese,female,fat,41.0,no,no_kids,big,brown,casual,orange,short_sleeve,black,long,clothes,4,10,no
268,03/11/2015,8:51:31,,male,fat,39.0,no,no_kids,big,blue,casual,grey,short_sleeve,blue_jeans,short,clothes,4,7,yes
269,03/11/2015,9:20:56,indian,male,moderate,35.0,no,no_kids,big,red,casual,brown,short_sleeve,blue,short,clothes,3,7,no
270,03/11/2015,10:39:34,malay,female,thin,34.0,,no_kids,big,blue,formal,orange,long sleeve,blue,long,clothes,4,7,no
271,03/11/2015,14:27:01,chinese,,moderate,55.0,no,no_kids,big,black,casual,brown,short_sleeve,black,,clothes,3,7,no
272,03/11/2015,15:22:19,indian,male,moderate,47.0,no,no_kids,big,white,casual,red,short_sleeve,grey,,clothes,3,10,no
273,03/11/2015,17:15:38,chinese,male,thin,45.0,no,no_kids,big,red,casual,red,short_sleeve,blue_jeans,short,clothes,4,8,no
274,03/11/2015,17:51:32,malay,female,fat,31.0,no,no_kids,big,,traditional,blue,long sleeve,blue,long,clothes,4,8,no
275,03/11/2015,18:47:12,chinese,female,thin,41.0,no,no_kids,big,orange,casual,grey,long sleeve,black,long,clothes,3,8,no
276,03/11/2015,19:16:59,foreigner ,male,thin,42.0,no,no_kids,big,white,casual,white,short_sleeve,pink,short,clothes,6,9,no
277,03/11/2015,19:37:38,foreigner ,,fat,36.0,no,no_kids,big,,casual,yellow,short_sleeve,black,long,clothes,5,7,no
278,03/11/2015,19:37:38,foreigner ,female,fat,54.0,no,no_kids,big,white,casual,green,long sleeve,white,long,blankets,5,8,no
279,03/11/2015,19:40:43,chinese,female,,44.0,no,no_kids,big,blue,casual,,short_sleeve,black,long,clothes,6,10,no
280,03/11/2015,19:40:43,malay,female,fat,47.0,,no_kids,big,white,casual,red,short_sleeve,brown,long,clothes,5,10,no
281,03/11/2015,19:40:43,,female,,47.0,,no_kids,big,black,casual,red,short_sleeve,black,long,clothes,3,9,no
282,03/11/2015,20:20:31,malay,male,fat,29.0,no,no_kids,big,red,casual,purple,short_sleeve,white,short,clothes,4,8,no
283,03/11/2015,20:22:04,malay,female,fat,41.0,no,no_kids,,,casual,green,short_sleeve,black,long,clothes,6,9,no
284,03/11/2015,20:44:37,malay,female,thin,,no,no_kids,big,grey,casual,,short_sleeve,grey,short,clothes,6,10,no
285,03/11/2015,21:13:30,malay,female,fat,54.0,,no_kids,big,blue,casual,black,short_sleeve,black,long,blankets,3,9,no
286,03/11/2015,21:15:51,malay,female,fat,48.0,no,no_kids,big,black,casual,black,long sleeve,pink,short,clothes,4,8,no
287,03/11/2015,21:15:51,chinese,female,thin,41.0,no,no_kids,big,white,casual,yellow,short_sleeve,black,short,,3,7,no
288,03/11/2015,21:26:53,malay,male,fat,29.0,no,no_kids,big,black,casual,yellow,short_sleeve,grey,long,clothes,5,7,no
289,03/11/2015,21:30:09,malay,male,thin,34.0,no,no_kids,big,red,casual,black,short_sleeve,grey,long,clothes,4,7,yes
290,03/11/2015,21:32:52,malay,male,fat,29.0,yes,young,big,white,casual,yellow,short_sleeve,grey,long,clothes,5,9,no
291,03/11/2015,21:56:30,indian,male,moderate,33.0,no,no_kids,big,red,casual,green,short_sleeve,black,long,clothes,3,10,no
292,03/11/2015,21:58:24,malay,female,fat,43.0,yes,toddler,big,blue,casual,black,short_sleeve,grey,long,clothes,5,9,yes
293,03/11/2015,22:32:11,,male,,32.0,no,no_kids,big,red,casual,yellow,short_sleeve,grey,long,clothes,5,8,no
294,03/11/2015,22:33:00,malay,male,moderate,29.0,no,no_kids,big,blue,formal,white,short_sleeve,grey,long,clothes,6,8,no
295,03/11/2015,22:33:00,malay,female,thin,48.0,yes,toddler,big,red,casual,red,short_sleeve,black,long,clothes,3,10,yes
296,03/11/2015,22:42:30,chinese,male,,54.0,yes,young,big,,casual,grey,short_sleeve,red,long,clothes,4,8,no
297,03/11/2015,22:42:30,malay,male,moderate,42.0,no,no_kids,big,black,casual,grey,long sleeve,green,long,clothes,3,7,no
298,03/11/2015,23:30:29,malay,female,fat,35.0,no,no_kids,big,green,casual,red,short_sleeve,grey,long,clothes,5,7,no
299,03/11/2015,23:30:29,malay,female,moderate,40.0,no,no_kids,,white,casual,red,short_sleeve,black,long,clothes,3,8,no
300,03/11/2015,23:39:34,,,moderate,37.0,no,no_kids,big,red,casual,brown,short_sleeve,white,long,blankets,3,7,no
301,03/11/2015,23:54:41,chinese,male,thin,31.0,no,no_kids,big,,casual,white,short_sleeve,grey,long,clothes,4,8,no
302,03/11/2015,23:54:41,malay,female,thin,55.0,no,no_kids,big,,casual,white,short_sleeve,black,short,clothes,6,9,no
303,03/11/2015,23:54:41,chinese,male,thin,40.0,no,no_kids,big,white,casual,white,short_sleeve,white,short,clothes,5,7,no
304,04/11/2015,1:21:42,indian,male,thin,37.0,no,no_kids,big,white,casual,black,short_sleeve,blue_jeans,long,blankets,6,9,no
305,04/11/2015,1:35:20,foreigner ,male,thin,30.0,no,no_kids,big,white,casual,grey,short_sleeve,black,,clothes,4,8,no
306,04/11/2015,1:56:39,,male,moderate,45.0,no,no_kids,small,white,casual,black,short_sleeve,blue_jeans,long,clothes,6,10,no
307,04/11/2015,2:39:24,foreigner ,,fat,28.0,no,no_kids,big,green,casual,grey,short_sleeve,blue_jeans,long,clothes,6,8,no
308,04/11/2015,2:39:24,foreigner ,female,moderate,44.0,no,no_kids,big,,casual,pink,short_sleeve,grey,long,,4,9,no
309,04/11/2015,3:59:41,indian,male,moderate,33.0,no,no_kids,big,purple,casual,white,short_sleeve,black,long,,5,10,yes
310,04/11/2015,5:40:28,malay,male,moderate,32.0,no,no_kids,big,red,casual,white,short_sleeve,grey,,blankets,5,9,no
311,04/11/2015,7:25:24,malay,male,thin,37.0,no,no_kids,small,white,casual,,short_sleeve,black,long,clothes,4,9,no
312,04/11/2015,7:51:40,malay,male,moderate,39.0,no,no_kids,big,blue,casual,black,short_sleeve,black,long,clothes,6,9,no
313,04/11/2015,8:47:54,indian,male,moderate,35.0,,no_kids,big,blue,formal,,short_sleeve,brown,long,clothes,6,9,no
314,04/11/2015,9:12:22,indian,female,fat,36.0,no,no_kids,big,blue,traditional,red,short_sleeve,white,long,clothes,6,10,no
315,04/11/2015,9:51:50,malay,female,thin,40.0,yes,toddler,big,blue,traditional,pink,long sleeve,pink,long,clothes,5,9,no
316,04/11/2015,10:00:57,,female,thin,48.0,no,no_kids,big,black,casual,,short_sleeve,blue_jeans,long,clothes,6,8,no
317,04/11/2015,10:00:57,chinese,female,thin,51.0,no,no_kids,big,blue,casual,white,short_sleeve,brown,short,clothes,4,9,no
318,04/11/2015,10:01:50,malay,male,,28.0,yes,toddler,big,,casual,white,short_sleeve,black,short,clothes,3,7,yes
319,04/11/2015,10:29:45,malay,male,thin,44.0,no,no_kids,big,black,formal,white,short_sleeve,black,long,clothes,3,10,no
320,04/11/2015,11:41:09,indian,female,thin,34.0,no,no_kids,big,red,casual,green,short_sleeve,black,long,blankets,6,8,no
321,04/11/2015,11:58:34,,male,moderate,49.0,no,no_kids,big,white,casual,white,short_sleeve,blue_jeans,long,blankets,6,9,no
322,04/11/2015,12:06:55,indian,male,moderate,48.0,no,no_kids,big,white,formal,,short_sleeve,black,long,clothes,4,7,no
323,04/11/2015,12:07:35,indian,male,moderate,53.0,no,no_kids,big,white,casual,white,short_sleeve,black,long,clothes,4,9,no
324,05/11/2015,15:26:15,,male,moderate,46.0,,no_kids,big,blue,casual,green,short_sleeve,blue_jeans,long,clothes,4,7,no
325,05/11/2015,15:38:39,indian,male,fat,,no,no_kids,big,blue,casual,purple,short_sleeve,grey,long,clothes,5,9,no
326,05/11/2015,15:47;02,malay,,moderate,55.0,no,no_kids,big,brown,casual,red,short_sleeve,green,short,clothes,6,7,yes
327,05/11/2015,15:52;08,malay,female,thin,37.0,no,no_kids,big,white,casual,black,long sleeve,blue,long,clothes,5,10,no
328,15/11/2015,6:29:49,chinese,male,thin,37.0,no,no_kids,,blue,casual,black,short_sleeve,brown,long,clothes,4,7,no
329,15/11/2015,7:09:32,indian,male,,31.0,no,no_kids,big,red,casual,green,short_sleeve,grey,long,clothes,6,7,no
330,15/11/2015,7:27:03,foreigner ,female,moderate,42.0,no,no_kids,small,blue,traditional,red,long sleeve,red,long,clothes,6,9,no
331,15/11/2015,7:29:00,foreigner ,female,thin,46.0,no,no_kids,big,red,traditional,,long sleeve,green,long,clothes,5,10,no
332,15/11/2015,8:00:24,malay,male,fat,50.0,yes,young,big,white,traditional,,long sleeve,white,long,clothes,3,7,no
333,15/11/2015,8:08:58,chinese,male,fat,51.0,yes,young,big,white,casual,red,short_sleeve,grey,long,blankets,4,9,yes
334,15/11/2015,8:23:09,indian,male,thin,30.0,no,no_kids,big,white,casual,,short_sleeve,grey,,clothes,5,7,no
335,15/11/2015,8:23:09,malay,male,moderate,47.0,no,no_kids,big,pink,casual,,short_sleeve,brown,long,clothes,5,8,no
336,15/11/2015,8:39:05,foreigner ,male,moderate,33.0,no,no_kids,big,white,casual,blue,short_sleeve,grey,long,clothes,6,7,no
337,15/11/2015,9:04:26,malay,female,moderate,29.0,yes,baby,big,pink,casual,black,short_sleeve,blue_jeans,long,clothes,4,8,no
338,15/11/2015,9:22:56,indian,female,,54.0,no,no_kids,big,white,casual,black,short_sleeve,blue_jeans,short,clothes,3,8,no
339,15/11/2015,9:23:33,indian,male,moderate,35.0,no,no_kids,big,green,casual,white,short_sleeve,black,short,clothes,3,8,no
340,15/11/2015,9:38:17,malay,female,moderate,45.0,yes,toddler,big,brown,casual,black,short_sleeve,blue_jeans,long,clothes,5,9,no
341,15/11/2015,9:58:59,chinese,male,thin,53.0,,no_kids,big,white,casual,white,short_sleeve,black,long,clothes,4,10,no
342,15/11/2015,9:58:59,malay,female,thin,48.0,no,no_kids,big,black,casual,red,short_sleeve,black,long,clothes,3,7,no
343,15/11/2015,10:26:01,indian,female,thin,36.0,no,no_kids,big,black,formal,red,long sleeve,black,long,blankets,3,7,no
344,15/11/2015,10:49:03,chinese,,moderate,45.0,no,no_kids,big,red,casual,grey,short_sleeve,black,,clothes,4,9,no
345,15/11/2015,10:53:52,chinese,male,fat,41.0,no,no_kids,,green,casual,grey,short_sleeve,brown,short,clothes,5,9,yes
346,15/11/2015,10:58:57,malay,female,thin,54.0,yes,toddler,big,white,casual,black,long sleeve,black,long,clothes,6,8,no
347,15/11/2015,10:58:57,indian,male,thin,35.0,no,no_kids,big,green,casual,grey,short_sleeve,grey,long,blankets,3,8,yes
348,15/11/2015,11:25:15,indian,female,moderate,46.0,yes,young,big,red,casual,white,short_sleeve,purple,short,clothes,3,8,no
349,15/11/2015,11:28:47,indian,female,thin,53.0,yes,baby,big,red,casual,white,short_sleeve,black,,clothes,4,8,no
350,15/11/2015,11:32:19,malay,female,fat,38.0,no,no_kids,big,red,casual,white,short_sleeve,black,,clothes,6,10,no
351,15/11/2015,11:59:28,indian,male,,39.0,no,no_kids,big,blue,casual,pink,short_sleeve,white,short,clothes,5,10,yes
352,15/11/2015,12:00:15,malay,female,fat,32.0,yes,toddler,big,red,traditional,white,long sleeve,black,long,clothes,3,10,no
353,15/11/2015,12:19:53,,male,moderate,37.0,no,no_kids,big,white,casual,black,short_sleeve,blue_jeans,long,clothes,6,9,no
354,15/11/2015,12:19:53,indian,male,moderate,,no,no_kids,big,orange,casual,white,short_sleeve,grey,short,blankets,5,8,no
355,15/11/2015,12:19:53,chinese,male,thin,53.0,no,no_kids,big,yellow,casual,black,short_sleeve,brown,,clothes,5,7,no
356,15/11/2015,12:52:04,chinese,,thin,48.0,yes,toddler,big,yellow,casual,,short_sleeve,black,long,clothes,5,9,no
357,15/11/2015,13:11:03,malay,male,fat,50.0,yes,young,big,white,casual,brown,short_sleeve,blue_jeans,long,blankets,4,7,no
358,15/11/2015,13:37:39,indian,male,,53.0,no,no_kids,,blue,casual,black,short_sleeve,grey,long,clothes,4,10,no
359,15/11/2015,13:38:37,malay,,,49.0,no,no_kids,big,,casual,purple,long sleeve,green,long,clothes,3,10,no
360,15/11/2015,13:56:02,indian,male,thin,41.0,yes,young,big,orange,formal,red,short_sleeve,grey,long,clothes,6,10,no
361,15/11/2015,13:56:27,indian,male,moderate,30.0,no,no_kids,big,white,casual,,short_sleeve,blue_jeans,long,blankets,5,8,yes
362,15/11/2015,14:20:40,,female,thin,54.0,yes,baby,big,white,casual,red,short_sleeve,black,long,blankets,6,8,no
363,15/11/2015,14:37:49,malay,male,thin,50.0,yes,young,big,blue,casual,white,short_sleeve,blue_jeans,long,,4,8,no
364,15/11/2015,14:49:07,indian,female,,35.0,no,no_kids,big,blue,casual,blue,short_sleeve,blue,short,blankets,6,10,no
365,15/11/2015,14:49:07,indian,female,thin,46.0,no,no_kids,big,white,casual,red,short_sleeve,black,short,clothes,4,10,no
366,15/11/2015,14:54:24,indian,,thin,51.0,no,no_kids,big,blue,casual,black,long sleeve,brown,long,clothes,3,7,no
367,15/11/2015,14:57:02,chinese,female,moderate,30.0,no,no_kids,big,blue,casual,white,short_sleeve,grey,long,blankets,3,7,no
368,23/11/2015,16:05:10,malay,,moderate,,yes,young,big,,casual,pink,short_sleeve,grey,long,clothes,3,7,no
369,23/11/2015,16:09:19,malay,female,fat,42.0,yes,young,big,green,casual,white,short_sleeve,white,long,clothes,3,8,no
370,23/11/2015,16:35:09,malay,male,moderate,54.0,yes,toddler,big,pink,casual,blue,short_sleeve,blue_jeans,long,clothes,4,7,no
371,23/11/2015,17:17:00,malay,female,fat,54.0,yes,young,,red,casual,brown,long sleeve,blue_jeans,long,clothes,6,10,no
372,23/11/2015,17:34:57,indian,male,,48.0,no,no_kids,big,yellow,casual,yellow,short_sleeve,black,long,clothes,4,7,no
373,23/11/2015,17:36:07,indian,male,moderate,46.0,no,no_kids,big,pink,casual,blue,short_sleeve,blue_jeans,long,blankets,3,8,no
374,23/11/2015,17:48:01,chinese,male,fat,45.0,no,no_kids,big,green,casual,black,short_sleeve,blue_jeans,long,clothes,5,10,no
375,23/11/2015,17:48:01,malay,female,moderate,45.0,no,no_kids,small,white,formal,brown,long sleeve,blue,long,clothes,4,9,no
376,23/11/2015,19:14:05,foreigner ,female,thin,,no,no_kids,big,black,traditional,black,long sleeve,black,long,clothes,4,8,no
377,23/11/2015,19:14:05,foreigner ,female,thin,36.0,no,no_kids,big,red,traditional,black,long sleeve,black,long,clothes,5,9,no
378,23/11/2015,19:21:16,chinese,male,fat,32.0,no,no_kids,,green,casual,black,short_sleeve,white,short,clothes,4,7,yes
379,23/11/2015,20:06:27,indian,male,moderate,30.0,no,no_kids,big,green,casual,black,short_sleeve,brown,,clothes,6,7,no
380,23/11/2015,20:09:49,indian,male,fat,51.0,no,no_kids,big,white,casual,,short_sleeve,green,long,clothes,6,10,no
381,23/11/2015,20:09:49,indian,male,thin,33.0,,no_kids,big,,casual,blue,short_sleeve,grey,short,clothes,4,10,no
382,23/11/2015,20:09:49,malay,female,moderate,28.0,no,no_kids,big,white,casual,brown,long sleeve,black,long,clothes,3,7,no
383,23/11/2015,20:11:02,chinese,male,thin,50.0,no,no_kids,big,green,casual,white,short_sleeve,brown,short,clothes,5,9,yes
384,23/11/2015,20:43:44,indian,male,fat,53.0,no,no_kids,big,red,casual,white,short_sleeve,black,,clothes,4,10,no
385,23/11/2015,20:47:06,foreigner ,male,fat,,no,no_kids,big,white,casual,orange,short_sleeve,brown,,blankets,3,10,no
386,23/11/2015,20:47:06,malay,female,thin,33.0,no,no_kids,,red,traditional,,long sleeve,purple,long,clothes,4,8,yes
387,23/11/2015,20:47:06,malay,female,thin,45.0,no,no_kids,big,white,casual,black,short_sleeve,blue,long,clothes,6,7,no
388,23/11/2015,20:51:47,chinese,male,thin,33.0,yes,young,big,red,casual,,short_sleeve,blue,short,clothes,3,8,yes
389,23/11/2015,22:16:27,indian,male,moderate,47.0,no,no_kids,big,red,casual,white,short_sleeve,black,long,blankets,4,8,no
390,23/11/2015,22:52:37,chinese,,thin,31.0,,no_kids,big,red,casual,white,short_sleeve,blue ,long,clothes,5,7,no
391,23/11/2015,22:56:54,indian,,,44.0,no,no_kids,big,red,casual,brown,short_sleeve,blue_jeans,long,clothes,5,8,no
392,23/11/2015,22:56:54,foreigner ,female,fat,36.0,no,no_kids,big,blue,casual,grey,short_sleeve,blue_jeans,long,clothes,6,10,no
393,23/11/2015,23:05:54,indian,male,fat,50.0,no,no_kids,big,pink,casual,green,short_sleeve,black,,blankets,6,8,no
394,23/11/2015,23:22:38,indian,male,,53.0,no,no_kids,big,red,casual,blue,short_sleeve,red,short,clothes,5,7,no
395,23/11/2015,23:22:38,indian,male,moderate,33.0,no,no_kids,big,white,casual,green,short_sleeve,black,long,clothes,3,7,yes
396,23/11/2015,23:29:33,chinese,male,fat,45.0,no,no_kids,big,red,casual,brown,short_sleeve,blue,long,clothes,3,9,no
397,24/11/2015,7:38:23,chinese,male,thin,50.0,yes,young,big,blue,formal,white,long sleeve,black,,blankets,5,7,yes
398,24/11/2015,9:07:40,foreigner ,female,fat,36.0,,no_kids,big,,casual,blue,short_sleeve,black,long,clothes,4,8,no
399,24/11/2015,10:49:42,indian,,moderate,49.0,no,no_kids,big,blue,casual,red,short_sleeve,black,,clothes,6,10,no
400,24/11/2015,10:49:42,chinese,male,fat,55.0,no,no_kids,,black,casual,orange,long sleeve,black,short,,4,10,no
401,24/11/2015,11:20:14,indian,male,fat,44.0,no,no_kids,big,white,casual,blue,short_sleeve,black,long,blankets,4,8,no
402,24/11/2015,11:26:29,indian,female,fat,45.0,no,no_kids,big,pink,traditional,white,short_sleeve,white,,clothes,4,10,no
403,24/11/2015,12:25:41,chinese,female,fat,37.0,no,no_kids,big,blue,casual,red,short_sleeve,purple,long,,4,9,no
404,24/11/2015,12:49:01,indian,male,fat,55.0,no,no_kids,big,blue,casual,black,short_sleeve,blue_jeans,short,blankets,5,10,no
405,24/11/2015,14:40:25,indian,male,thin,54.0,no,no_kids,big,green,casual,white,short_sleeve,black,long,clothes,4,8,no
406,24/11/2015,16:03:37,indian,male,moderate,30.0,,no_kids,big,white,formal,white,short_sleeve,black,long,clothes,4,9,yes
407,24/11/2015,16:45:13,,male,moderate,54.0,no,no_kids,big,black,casual,green,short_sleeve,black,,clothes,4,9,no
408,24/11/2015,20:13:57,indian,male,thin,40.0,no,no_kids,big,red,casual,grey,short_sleeve,black,long,clothes,5,8,no
409,24/11/2015,20:13:57,indian,male,fat,34.0,,no_kids,,green,casual,green,short_sleeve,brown,long,clothes,5,7,no
410,24/11/2015,20:44:29,chinese,male,fat,35.0,no,no_kids,big,white,formal,white,long sleeve,black,long,clothes,5,9,yes
411,24/11/2015,21:30:58,indian,male,,,no,no_kids,big,blue,casual,black,short_sleeve,black,long,clothes,3,10,yes
412,24/11/2015,22:08:41,,male,,39.0,yes,baby,big,,casual,orange,short_sleeve,black,long,clothes,6,9,no
413,24/11/2015,22:35:22,indian,female,moderate,43.0,no,no_kids,big,green,casual,,short_sleeve,red,,clothes,5,9,no
414,24/11/2015,22:35:22,indian,female,moderate,44.0,no,no_kids,big,blue,formal,green,short_sleeve,black,long,clothes,4,8,no
415,25/11/2015,14:11:15,indian,female,thin,40.0,no,no_kids,big,blue,casual,black,short_sleeve,black,long,blankets,3,7,no
416,25/11/2015,14:11:15,chinese,male,fat,52.0,,no_kids,big,white,casual,brown,short_sleeve,white,short,clothes,4,7,no
417,25/11/2015,15:27:34,indian,female,fat,39.0,no,no_kids,big,white,casual,blue,short_sleeve,black,short,clothes,4,9,no
418,25/11/2015,16:35:21,indian,,thin,53.0,no,no_kids,big,white,casual,black,short_sleeve,brown,short,clothes,6,10,no
419,25/11/2015,16:35:21,indian,male,fat,31.0,no,no_kids,big,red,casual,black,short_sleeve,black,long,clothes,5,9,no
420,25/11/2015,16:35:21,,male,moderate,32.0,no,no_kids,big,red,casual,white,short_sleeve,white,short,clothes,4,8,no
421,25/11/2015,17:08:33,foreigner ,male,thin,53.0,no,no_kids,big,green,casual,blue,short_sleeve,black,long,clothes,5,10,no
422,25/11/2015,17:08:33,chinese,female,thin,41.0,no,no_kids,big,blue,casual,black,short_sleeve,black,long,clothes,5,7,no
423,25/11/2015,18:07:55,foreigner ,female,thin,41.0,no,no_kids,big,red,casual,red,short_sleeve,orange,long,,4,8,no
424,25/11/2015,21:25:02,chinese,,thin,36.0,no,no_kids,big,blue,casual,white,short_sleeve,blue,short,clothes,6,10,no
425,25/11/2015,21:25:02,chinese,male,thin,49.0,no,no_kids,big,blue,casual,,short_sleeve,black,short,blankets,5,8,no
426,25/11/2015,21:58:23,,female,moderate,50.0,,no_kids,big,blue,casual,black ,short_sleeve,blue,short,clothes,3,9,yes
427,25/11/2015,21:58:23,indian,,fat,32.0,no,no_kids,big,white,casual,black,short_sleeve,blue,short,clothes,5,8,no
428,25/11/2015,21:59:20,chinese,female,moderate,53.0,no,no_kids,big,white,casual,white,short_sleeve,red,short,clothes,6,10,no
429,25/11/2015,22:30:03,indian,male,fat,40.0,no,no_kids,big,blue,casual,black,short_sleeve,black,long,clothes,6,10,no
430,25/11/2015,22:30:03,chinese,male,thin,49.0,no,no_kids,big,white,casual,blue,short_sleeve,black,short,,3,7,no
